title,body,visibility,tags
supplemental readings,hi all professor waibel has dug up a handful of papers that might be of interest to you they are on things ranging from hmms to language models to tdnns you can find all of these papers on the course website note that nothing specific to these papers will be tested on that is reading these papers will not be required for the exam jon pin,public,other
final project presentation sign ups,hi all here is the sign up sheet for your presentations this thursday remember to post a link for your presentation or note how you will be presenting remember you cannot use your own machine to present jon pin,public,hw5 logistics
final project writeup posted on autolab,hi all the writeup for your final projects hw is posted on autolab feel free to start working designing your project but note that we will be getting back to you shortly hopefully by tomorrow with feedback on your topics to make sure they are reasonable changes jon pin,public,hw5
scribe sign ups,hi all here is the sign up page for scribes please note the instructions at the top of the spreadsheet also note that the first lecture should of course only be taken by the students who volunteered to scribe today in class pin,public,logistics scribe_notes
presentation,how long is the presentation going to be and do we have to prepare slides for it,public,project
small change in proposal,we ended up analyzing different dataset from what we had proposed although we had kept everything else like our algorithm the same is there anything that we have to do,public,project
final exam cheat sheets,hi all we will be allowing one page front and back cheat sheets on the final exam these must be hand written jon,public,exam
lecture scribes' notes,i did not see a post for so i am posting my notes here notes txt,public,scribe_notes
can we use libraries for the project,can we use any libraries like sklearn for our projects,private,project
alex's office hours cancelled today,hey all i'm pretty ill and in case it's contagious i don't want to contaminate any of you if anyone has any questions feel free to email me or post on piazza and i'll be sure to respond,public,logistics
final project proposal feedback released,hi all we have released project proposal feedback via autolab if you have any questions please reach out to the course staff via piazza or email jon,public,hw5
final project presentations,hi all the course staff has decided that all digital presentations for the final project must be stored online and linked to the tas specifically a ta will have a machine hooked up to the projector and will just cycle through the links provided in the presentation spreadsheet we will not allow you to hook up your own machine or give us a thumbstick if you are unsure how to go about doing this you can check out google slides from your andrew drive account it's basically online powerpoint if you are not doing a digital slideshow maybe you are doing a poster then you can disregard this jon,public,hw5 logistics
final project changes clarifications,hi all everyone will be giving their final project presentations on may th during class your write ups will be due by the following morning may th at am there will be no late days allowed for this assignment if we don't get your submission by may th at am you will receive no credit jon,public,hw5
slides from last lecture,thanks,public,logistics
homework grades released,graders for written problems neural net written jonhmms ting yaoactive learning justus,public,hw4
alex's office hours canceled today,hi all i'm cancelling my office hours today if anyone has any questions feel free to email me afrieder andrew cmu edu i'd be happy to answer questions or schedule a time to meet in person,public,other
lecture scribes' notes,please post your notes here,public,scribe_notes
justus' office hours cancelled tomorrow,see title,public,logistics
lecture scribes' notes,please post lecture notes here,public,scribe_notes
lecture scribe's notes,please post lecture notes here,public,scribe_notes
question a,are we allowed to use matrix calculators to compute the result,public,hw4
order of updating,in calculating the gradient for weights for input and hidden layers w in back propagation do we use the original w as when we started the back propagation or do we use the updated version of w in other words do we calculate all of the gradients including the d loss d w and then update the w and w or do we update the w as soon as we can and then calculate the following to update w with the new w we have,public,hw4
project proposals updated,hi all we have added more ideas and more detail to the project proposal writeup hopefully this helps you decide on an idea and gives you some guidance on how to start jon,public,hw5
question b,is the challenge to find the parabola with the parameters that tem has in mind with some specific equation or just any parabola that separates the good vents from the bad,public,hw4
oh,is the office hour going on right now i can't seem to find it,public,other
lecture posted,hey all professor procaccia's slides from yesterday's guest lecture have been posted on the course webpage make sure to come to class tomorrow to learn more about game theory thanks to those who came yesterday just a friendly reminder all material from guest lecturers are fair game for the final,public,other
hmm questions,writing these out is quite tedious especially for a series of observations i understand it is important to do these calculations out to fully understand the algorithms however what is the purpose of making it so tedious with the amount of states and observations,public,hw4
hmm question,for part b i noticed that there is no observation does this mean that the hmm does not emit in its initial state,public,hw4
problem typo,note that in problem part b pillar should be vent,public,hw4
mean squared error,the mean squared error equation is given as frac y sum x t in y nn x t one thing i don't understand it seems like nn x and t are both vectors and so nn x t would be a vector when it says to square this vector presumably to produce a scalar is that shorthand for dot product with itself,public,hw4
bias,so regarding the bias a couple of questions should we include the bias as the last row of the weight matrix between the input and hidden layer or in some other way should the bias be included only for the layer from the input to the hidden layers or even for the layer from the hidden to output layer when we return w and w from the get weights function should we include the bias in any of these or only one or neither thanks for the help,public,hw4
matrix multiplication in the version of numpy installed on autolab,what is the equivalent to the normal numpy's np matmul in the version of numpy installed on autolab using np matmul results in this error attributeerror 'module' object has no attribute 'matmul',public,hw4
autolab test output increased,some of you have run into the issue in which you pass the first suite of tests but fail on the xor linear quadratic test cases as you may have noticed these latter test cases give you very little feedback this was intentional we don't want you to store all of the expected weight matrices and just feed them back to us however this makes it unduly difficult to debug so i've done two things i've broken up the test backward propagation test into more granular ones for each of these new backward propagation tests i've enabled output of the weight matrices so that you can see exactly what we are expecting for these test cases i hope this helps,public,hw4
testweightvalues,hello does test weight values on autolab test on initialization of weights or the weights after they have been run through a few iterations of the algorithm thanks,public,hw4
failing some autolab tests,what might be causing test quadratic linear xor to be failing on autolab i'm passing the first four tests autolab says weight matrices of submission and reference solutions did not match up so is there a way i can figure out how to fix this,private,hw4
the return value of forward propagate,in the forward propagate function's notation it says returns the activations on the output nodes but what does the activation in here exactly refer to is it just the sum of all the inputs from the hidden layer or is it the value after putting it through the sigmoid,public,hw4
initializing the weight for bias,when initializing an weight matrix do we initialize the section for the bias at the same time so in the past question rows vs columns it is said that so let me clarify this you should initialize your weight matrices to be consistent with the interface given in the comment of the get weights function specifically if matrix w goes between layers k and k which have n and m nodes in them respectively then you should store initialize your matrices in the following way np random rand n m that is the matrix should have n rows and m columns but this initialization does not seem to include the extra element which is for the bias,public,hw4
rows vs columns,i was storing my weights as matrices in a way that would allow me to do matrix multiplication using the convention of treating arrays as column vectors however i discovered that the get weights function wants the returned matrices to be formatted such that rows of the matrix correspond to the dimensions of the incoming activations and the columns correspond to the dimensions of the outgoing activations normally i would just transpose the weight matrices to return them in get weights but since we need to do the random initialization of weights in a very specific order i figured this also matters for order of initialization first of all am i correct in being thrown off by the way get weights wants us to return the matrices if we interpret i as the row and j as the column then the way the comment describes the output seems to indicate that we're supposed to return the matrices transposed from the way we would naturally want to store them secondly does this mean that we should also initialize the matrices in this counterintuitive transposed way i want to make sure to initialize my weights the exact way we're supposed to,public,hw4
target for hidden layer,how would you find the target values for the hidden layer would it just be a dot product of the errors of the output layer with the weights thanks,public,hw4
guest lectures tues thurs,hi all professor waibel wanted me to remind everyone that this week's game theory lectures will be guest taught by professor procaccia he implores you to attend these lectures because they will give you a unique view point of a fascinating field by someone who is deeply knowledgeable in it also we don't want to insult our guest with poor attendance so please show up jon,public,other
order in which we initialize weights,since it's important to use the prng the same way the refsol does i imagine it matters whether we initialize the input hidden weights before or after we initialize the hidden output weights which order should we do,public,hw4
office hours cancellation,professor waibel's office hours will be canceled tomorrow monday april th due to a meeting conflict,public,logistics
class slides update,hi on the website it looks like link to the more recent slides are dead will these be updated in the near future thanks,public,logistics
test quadratic test linear test xor,considering that passing the weight test forward propagation test and backward propagation test which i presume also includes training doesn't necessarily make these tests pass what are these tests on autolab testing is it just testing the actual test function thanks,public,hw4
neural net bias weight,hi all when you are adding the bias weight to your input vector make sure to add it at the end of the input vector as opposed to the beginning or anywhere else this is how the model solution does it and so this is what the autograder will expect the handout has been updated with some additional detail,public,hw4
lecture scribes' notes,please post lectures notes here,public,scribe_notes
project proposal handout,hi all we have released the handout for hw project proposals on autolab you can also find a copy of the handout here your proposal will be worth of hw 's points jon,public,hw5
driver py asserts,for the sections in the driver that say you can do the math to see what the output should be and assert it here i'm not entirely sure how this would help us test our code since we essentially write the same code we wrote in neural net py in here so wouldn't these always be the same or am i supposed to come up with actual numbers in which case aren't the weights random so how can the result be fixed thanks,public,hw4
lecture scribes' notes,please post your lecture notes here,public,scribe_notes
backpropagation article,hi all here is an article on backpropagation that might give you some good insight into the first problem on the homework jon,public,other
homework writeup updated,hi all the writeup for hw has been updated to include a section in question on calculating error the writeup is available on both the course website and autolab jon,public,hw4
homework posted on autolab,hi all homework has been posted on autolab note that although the assignment is out of it will still be worth the usual of your final grade jon update the writeup has been updated with additional details regarding calculating error update a few typos that resulted in significant errors have been fixed in the autograder the handout was updated with bias details,public,hw4
lecture slides,will lectures from after spring break be put on the website,private,logistics
lecture scribes' notes,please post your notes here,public,scribe_notes
lecture scribes' notes,i didn't see an instructor's post for the notes yesterday so here is my note in case it's needed scribe docx,public,scribe_notes
change to professor waibel's office hours,hi all professor waibel has changed the time of office hours the new time will be mondays from pm to pm the location of his office hours remains unchanged interact south craig street room jon,public,logistics
interesting article,https www wsj com articles how chip designers are breaking moores law as referenced in lecture,public,other
homework grades released,hi all homework grades have been released as usual you can find them on autolab if you have questions about grading please direct your attention to the ta responsible for grading that problem knn alex friedergauss jon buckleyrisk analysis justus hibshman the gradebook's course average has been updated to be homework average and exams average if you are curious jon,public,hw3
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
homework change,hi all we have decided to move homework from starting this thursday to starting one week later thursday the th so there will be no homework this week yay the assignment schedule will be pushed back week accordingly jon,public,logistics hw4
exam grades posted,hi all we have updated autolab with your midterm exam scores there are a few things to note about these scores first there are some students who have yet to take the exam so please do not post questions publicly on piazza regarding the exam private questions are welcome however next is that the scores you see under the midterm lab are your raw scores we have included feedback for each question except for the short answer section we do have feedback for this section but it is a bit of a hassle to get into autolab so for now we figured we'd just release everything else the stats for the exam were as follow max median mean stddev we have decided to curve the exam points thus if you got a raw on the exam your curved score is a the curved scores are reflected in the gradebook page of autolab under the exams average column we have also computed your course average in the gradebook page this is calculated as follows course average homework average exam average note that the exam average in this calculation is the curved exam grade we chose this scheme to reflect that each homework is worth points and two have been graded so far and the midterm is worth points this course average may be subject to a curve for your midsemester grades which will be released shortly all of these curves are subject to change but we do not necessarily expect them to jon,public,exam logistics
nonsensical error message on a priori test,when i submit to autolab i'm passing all the estimate tests but the a priori tests fail with the following error valueerror array 'cov' must be at most two dimensional but cov ndim so i'm getting a on this because cov is two dimensional but it should be two dimensional this part of my code is relatively simple and i don't mess with the dimensions or shape of the things i pass into multivariate norm what are some reasons for why this error could be happening,public,hw3
analysis,i'm currently doing the analysis and running the code on all pieces of data with just k has already taken half and hour my code has passed all the tests on autolab i was wondering if there was an alternative to simply waiting for it to finish,public,hw3
joe's initial state,as i understand it the probability table gives the probabilities of joe being in various states given a particular measurement of his state however we are told that he begins in state h r is this a measurement or something we can take with certainty,public,hw3
knn test potential issues,i'm getting full credit for knn predict and my classification accuracy seems to make sense on my computer e g if i get wrong i get accuracy moreover i'm getting full credit for gaussian test which if i'm not mistaken should be extremely similar however i'm continually failing knn test could there be something wrong with my knn predict that isn't being picked up or do they have the same tests i am breaking ties as specified,public,hw3
what is gi x in question,the hint says that we can use g i x rather than p w i x what is g i x referring to,public,hw3
testing knn error,when i try and test knn i get this error this is just from the initial parse images function not from my knn code i also don't see how i can test on a subset of the images since the parsing seems to be needed before i can index as outlined in the handout what might be causing this and how can i test my code,public,hw3
what should we do when there is no training data labeled i,should we just not consider i as a possible answer or should we add count to all labels to avoid this case we can do this to avoid priors but what about the estimating the parameters we cannot provide such data to run multivariate normal pdf calculation for this class also i really don't understand what test gaussian a priori is testing i suppose it is testing whether we are computing priors i tried all approaches above but i still failed on this test,public,hw3
last day to handin friday mar th pm,has autolab been updated to allow late days on this homework,public,hw3
question,can we write a python program to compute the risk in question and use the code as our calculations,public,hw3
admissible heuristic optimality for a,i don't get the last part of the proof this proves that the total cost of x is less than t so x would have been expanded before t our assumption is that t is visited before t how does this complete the proof also why an admissible heuristic only guaranteed to be optimal for tree graphs but not others,public,exam
gaussian dimensions,i'm not sure how the data is supposed to be interpreted in the gaussian question this is my understanding we should treat our images as vectors of length and use them as such in the calculation of the pdf this means that our mean is also a vector of length and our covariance is either a x matrix or a scalar in order for the multiplication to work i'm not sure which it should be is this right or am i completely misunderstanding,public,hw3
risk avoidance,what is the risk avoidance algorithm discussed in class is it minimum error classification,public,hw3
active learning,should we know active learning as a topic for the midterm since it was a guest lecture and we haven't had any homework questions on it i wasn't sure thanks,public,exam
sheet of notes,are we allowed to bring a sheet of notes to the exam,public,exam
midterm time,will the midterm be inside the class time,public,exam
midterm practice,how can we best prepare for the midtem are there any practice questions or a practice midterm,public,exam
big o of bidirectional search,why is the big o of bidirectional search o b d wouldn't it be o b d,public,exam
gaussian,so my friend and i have been discussing the gaussian classifier and we were confused about its implementation we are currently under the impression that after getting the classes and the pdfs representing them we'll only be getting back a vector representation for each class rather than a probability are we correct in thinking so or if not what exactly are we getting back,public,hw3
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
notesheet,do we get a notesheet to bring to the exam,public,exam
installing scipy on mac osx,hi all if you are having issues installing the proper scipy version on mac os x try doing the following this will install scipy to your local workspace so it won't conflict with any other installations you have download the proper wheel file install the wheel file to your workspace directory pip install target users hw path to wheel file whl add the directory to your pythonpath you can do this is one of the two ways modify the pythonpath permanently pythonpath users hw scipy whl folder pythonpath export pythonpath modify the pythonpath programmatically which will be reset each time you run your interpreter import syssys path insert users hw scipy whl folder note that you must have these lines before scipy is imported you can put them in driver py or gauss py if you wish but make sure to remove the lines before you submit to autolab hope this helps,public,hw3
midterm material,since the midterm is on thursday when will you be posting a list of material to be covered on the midterm like mentioned on the course website thanks,public,exam
autolab unexpected token error,the autograder doesn't seem to grade any of the other parts due to this error is this expected behavior,public,hw3
differing input types for gaussian tests,i'm getting an error on autolab for the a prioris test in the handout driver code the train function is called with the input as a numpy array and this same behavior is seen for the gaussian classification tests on autolab but the a priori test inputs a list is that supposed to be that way,public,hw3
knn,did the knn test case change i had it working at pm today but when i resubmitted now predict and test fail so i was wondering if the autolab test case was changed during this time period thanks,public,hw3
how do we use the plot image function,so we bring in all the images with cls x train parse images x train path then according to the writeup we should be able to plot image with plot image self x train to plot the first image but i'm getting the error plt axis 'off' attributeerror 'module' object has no attribute 'axis' any ideas,public,hw3
knn not working when gaussian is run,i received full points on all the knn tests when my gaussian code erred but after i resubmitted with working gaussian code i don't get any points for knn and i get an error that says error message unexpected token at 'test knn test main testclassifiers ' another piazza post said that means the test timed out but my knn worked so has my gaussian code actually timed out and it's just reporting that the knn timed out instead,private,hw3
hw solutions posted,hi all please find the solutions for hw in the attached pdf the encryption key is hwwno fmwjnt' again we are choosing not to release programming solutions for the same reasons as before please see us at office hours if you'd like to see a reference solution homework sol pdf zip,public,hw2
bizzare autolab error message,i get the following error message when submitting to autolab error message unexpected token at 'test gaussian a priori main testclassifiers ' what does this mean,public,hw3
error in plot image,hello i'm getting an error being called from the utils py file when i try to run plot image plot image test file users meganbarlow documents cmu spring ai representation homework hw handout utils py line in plot image plt axis 'off' nameerror global name 'plt' is not defined is this an error on my part i just downloaded the handout again less than an hour ago thanks,public,hw3
gaussian a priori,hello what is the gaussian a priori testing thanks,public,hw3
hw extension,hi all in light of the bugs in the reference solutions on autolab the course staff have decided to allot one extra late day for this assignment specifically we will allow up to late days for hw and we will increase the cap of total late days to for everyone,public,hw3 logistics
hw grades released,hi all you should be able to view all your homework grades on autolab if you have questions feel free to email or visit the office hours for the ta who graded questions as follows jon ting yao statistics mean median std dev,public,hw2 other
is it possible to receive an extension on this assignment,it seems that there have been some errors and flakiness in the grader for knn predict and test as well as updates to the driver that affect our code for the gaussian classifier over the past couple of days is it possible that we could receive an extension possibly a day on this assignment since our progress may have been hindered by this,public,hw3
how to break ties in knn,if there are multiple classes that are equally as frequent in the k nearest neighbors breaks ties by picking the smallest such class,public,hw3
handout code updated,although this happened a day ago and i announced it as an edit to the hw released on autolab post please be aware that the handout code readme were updated one of the test cases was changed to better reflect what we will use to test on autolab,public,hw3
clarification on the gi's in problem,problem states that you can use the g i functions instead of the conditional probabilitie this is true if you use the formulation g i x p x omega i p omega i but not if you use the version with the logs why well these functions were originally introduced in the context of using bayes' rule for determining which state was most likely thus all we needed to preserve when moving from conditional probabilities to the g i 's was the relative ordering between the probability values however in the context of risk aversion we are multiplying these g i values by loss function values thus preserving the original conditional probabilities' relative multiplicative relationships is needed,public,hw3
autolab flakiness,hi all autolab may be flaky over the next hour or so while i make some changes to the autograder submissions may temporarily fail due to this update everything should be back up and stable,public,hw3
predict and test,do you have to finish both gaussian and knn for predict and test to give points on autolab i've finished knn and it seems to work locally but after much testing i still cannot seem to figure out why predict and test do not give points for knn thus i was wondering if for some reason both have to be completed for knn predict and knn test to give points thanks,public,hw3
knn accuracies for k and k,around what level of accuracy should we be expecting for a correct implementation when we run the driver just to know how to identify when code is actually working,public,hw3
gaussian classifier,in what format is the input data given for the function estimate parameters,public,hw3
singular covariance matrix,according to the lecture slide we calculate mle of covariance matrix as sigma frac n sum k n x k mu x k mu t in problem mu should be a times vector and sigma is a times matrix but since the first entry the first pixel of an image is always so the first entry of mle of mu will be and according to the formula above the first row of sigma will be zero and hence it will be a singular matrix but computing pdf requires us to find sigma when i use the scipy python library function i get numpy linalg linalg linalgerror singular matrix,public,hw3
will there be practice midterms thnx,will there be practice midterms thnx,public,exam
lecture video,will the lecture video be uploaded online before the midterm,public,other exam
what is the meaning of the label values,i have examined the values returns by utils parse labels the returned np array has values like shouldn't the label values be what do these values stand for,public,hw3
singular matrix error,i am getting a singular matrix error after computing the covariance matrix and trying to use it in the multivariate pdf function multivariate normal logpdf x mu cov m are there certain reasons why my covariance matrix would turn out to be singular,private,hw3
why is data a d matrix for gaussian estimate parameters test,to my understanding xtrain typically is a nxm matrix where the ith row corresponds to the ith training example an m dimensional vector containing values for each of m features looking at the test for gaussian estimate parameters i noticed that the data is an array of matrices which implies that each training example is in fact d rather than a d vector why is this the case am i misunderstanding the format of the input data,public,hw3
disk quota exceeded,when attempting to scp the hw handout to andrew i get an error disk quota exceeded please advise,public,hw3
scipy stats multivariate normal on afs,i get an error message saying importerror cannot import name multivariate normal when i try to import multivariate normal from scipy stats am i doing something wrong or does afs not have this properly installed,public,hw3
